Date,Product,Category,Sales,Quantity,Customer_Age,Customer_Gender,Region,Customer_Satisfaction,Discount_Applied,Shipping_Cost,Total_Amount,Profit_Margin
2023-01-23,TV,Appliances,644.2932547570149,7,38.0,Male,North,5,True,40.664289542960155,4550.717072842065,193.2990758739774
2023-01-24,Laptop,Accessories,627.0793864429794,4,37.0,Male,East,3,False,13.410828340255318,2521.728374112173,172.67947745041138
2023-01-25,Laptop,Electronics,757.9513056750748,3,56.0,Female,North,4,True,7.999692342048775,2281.853609367273,232.31423142104111
2023-01-26,Tablet,Electronics,447.72001500897545,9,39.0,Male,North,4,False,49.93523629635329,4079.4153713771325,142.65203655106612
2023-01-27,Tablet,Accessories,524.0999917578602,8,21.0,Female,West,4,True,6.116774515031712,4198.916708577913,151.21873200066958
2023-01-28,Smartphone,Appliances,294.2651333741832,1,30.0,Female,West,3,True,42.58598270714896,336.8511160813322,99.9387052148072
2023-01-29,TV,Accessories,244.3954833127248,7,62.0,Male,West,1,False,21.441507869779375,1732.209891058853,56.65101092592545
2023-01-30,TV,Accessories,171.25185688238847,9,59.0,Male,North,2,False,42.87269568910169,1584.1394076305978,36.4279956002201
2023-01-31,Tablet,Accessories,322.9673002000305,8,67.0,Male,South,1,False,29.957922104501524,2613.6963237047453,98.25616401589667
2023-02-01,TV,Electronics,810.5123630979284,8,66.0,Male,East,2,True,45.5734053268862,6529.672310110313,243.40756170910123
2023-02-02,TV,Accessories,189.45458643679248,6,37.0,Female,East,4,False,46.6786843886582,1183.406203009413,49.67064104679669
2023-02-03,Laptop,Electronics,439.29280288456044,4,69.0,Female,East,1,False,5.40941815763492,1762.5806296958767,139.883785225087
2023-02-04,Tablet,Electronics,241.37093527076848,8,30.0,Male,West,4,False,8.393547919675472,1939.3610300858234,77.72022372339003
2023-02-05,Headphones,Electronics,379.8052073993278,3,34.0,Female,North,5,False,16.266142830688498,1155.6817650286719,122.5229529291385
2023-02-06,Tablet,Appliances,533.9387584704039,9,53.0,Female,West,4,False,35.11919373635757,4840.568019969992,158.95026318759847
2023-02-07,Headphones,Electronics,359.9768253589983,2,50.0,Female,South,4,False,44.97224884301777,764.9258995610144,114.0188502874829
2023-02-08,Laptop,Electronics,717.9329730032923,2,18.0,Male,North,2,False,25.697387808228324,1461.563333814813,210.92338887068775
2023-02-09,Smartphone,Appliances,806.7956241699134,7,32.0,Female,East,5,False,32.313790232341944,5679.883159421735,262.57687415183995
2023-02-10,TV,Electronics,50.180854388812165,4,30.0,Male,West,4,False,13.482493375800251,214.20591093104892,6.928798615423792
2023-02-11,Laptop,Accessories,363.40153392977544,8,34.0,Male,West,4,True,41.22350752467584,2948.4357789628793,130.07343447351573
2023-02-12,TV,Accessories,511.8284244544845,9,41.0,Female,South,5,True,48.52976501090614,4654.985585101266,153.8974068072394
2023-02-13,Smartphone,Electronics,725.2234052030761,7,25.0,Female,South,5,False,17.086951981156886,5093.65078840269,203.8119126652354
2023-02-14,Smartphone,Appliances,409.1511449693475,5,67.0,Male,West,1,True,27.267167822024586,2073.0228926687623,136.42613699569026
2023-02-15,Laptop,Accessories,496.01292095083795,8,44.0,Female,South,2,True,8.875224972786821,3976.9785925794904,150.06289016920098
2023-02-16,Smartphone,Appliances,268.6511549896103,4,62.0,Female,East,5,False,30.161149540833577,1104.7657694992747,89.10658748068546
2023-02-17,Headphones,Appliances,193.4408295475309,2,,Male,South,5,False,27.625254883100624,414.50691397816246,70.2708080496852
2023-02-18,Smartphone,Accessories,789.0769379165868,6,63.0,Male,South,3,False,11.499641786978492,4745.961269286499,240.10263691642626
2023-02-19,TV,Appliances,135.18602522141262,9,25.0,Male,West,5,False,24.892979590313377,1241.567206583027,34.63339911829564
2023-02-20,TV,Accessories,965.7238016843132,1,25.0,Male,West,2,False,20.034709343895347,985.7585110282085,299.4742742819865
2023-02-21,TV,Appliances,645.0302798763483,7,,Female,North,4,False,28.48238938873352,4543.694348523171,193.51663903745046
2023-02-22,TV,Accessories,635.9946151033512,9,64.0,Female,North,4,True,31.354445094295965,5755.305981024457,197.65696271708956
2023-02-23,Headphones,Electronics,615.0937334988861,9,30.0,Male,West,4,False,5.382301037324428,5541.225902527299,162.99081431175122
2023-02-24,Tablet,Accessories,449.4628623998072,3,56.0,Male,South,4,True,39.24526923272999,1387.6338564321516,139.30867589004066
2023-02-25,Laptop,Accessories,578.4169059401738,5,54.0,Male,South,3,False,37.08564313377833,2929.1701728346475,167.13921353060186
2023-02-26,TV,Accessories,462.22066244310497,8,,Female,North,5,False,21.482887379293498,3719.2481869241333,155.19929510471678
2023-02-27,Smartphone,Accessories,610.6146552880958,8,45.0,Male,North,4,True,7.382117100596822,4892.299359405363,189.41527006531967
2023-02-28,TV,Appliances,493.2626946182568,4,42.0,Female,North,1,False,38.971964290327264,2012.0227427633545,150.37738584397002
2023-03-01,Smartphone,Electronics,309.93036337965304,1,33.0,Male,East,4,False,47.98288222151596,357.913245601169,97.84220894739812
2023-03-02,Smartphone,Accessories,325.88547674764874,1,19.0,Male,East,5,True,15.806821820990638,341.6922985686394,87.78123449552743
2023-03-03,TV,Appliances,303.1455249414993,4,,Male,North,4,False,19.558607618166704,1232.1407073841638,107.17622438773031
2023-03-04,Headphones,Electronics,694.1801463868619,6,34.0,Female,South,3,True,13.271580026681672,4178.352458347853,228.1677481002276
2023-03-05,Smartphone,Electronics,376.5106775081804,8,47.0,Female,North,2,False,30.962125550517786,3043.0475456159606,116.88233835793628
2023-03-06,Smartphone,Electronics,117.57936778302795,6,,Female,East,2,False,11.967862759135473,717.4440694573033,51.177846020644765
2023-03-07,TV,Electronics,579.3677331697611,9,30.0,Male,South,5,True,21.028727455762073,5235.338325983612,168.11883796420298
2023-03-08,Smartphone,Accessories,802.9035125179163,9,49.0,Female,East,2,False,36.36558562704183,7262.497198288288,232.89991809312505
2023-03-09,Smartphone,Accessories,654.6166378355053,2,67.0,Female,South,2,True,30.205219235420678,1339.4384949064313,196.79423883794084
2023-03-10,TV,Appliances,379.3352869556575,1,46.0,Male,East,1,True,22.390815394757087,401.72610235041464,118.14999647037624
2023-03-11,TV,Appliances,182.63765688098218,2,63.0,Male,South,5,True,23.911232081339385,389.18654584330375,50.85143025186345
2023-03-12,Laptop,Appliances,473.1463793284979,5,47.0,Female,South,5,False,30.29498971804533,2396.0268863605347,147.32159570223422
2023-03-13,Headphones,Electronics,468.15522438065796,4,35.0,Female,South,2,False,5.263912754922258,1877.8848102775542,143.51046213493152
2023-03-14,Headphones,Electronics,306.1600779372468,4,30.0,Female,South,2,True,8.532944080412443,1233.1732558293995,81.86495562826349
2023-03-15,Smartphone,Accessories,610.2074604485075,9,60.0,Female,West,2,False,44.656613049335526,5536.5237570859035,188.25016830906947
2023-03-16,Headphones,Electronics,869.3253001660945,8,38.0,Male,East,3,False,8.504554509108084,6963.106955837864,269.43287247504355
2023-03-17,Smartphone,Electronics,544.4565434916568,6,47.0,Male,East,4,False,36.80616182947273,3303.545422779414,165.05165622340095
2023-03-18,Laptop,Electronics,532.0952413997692,1,,Male,West,3,True,46.401717384907364,578.4969587846765,171.15505345254766
2023-03-19,TV,Appliances,312.55439023323544,2,65.0,Female,South,5,False,17.1807621935779,642.2895426600488,81.5922791350011
2023-03-20,TV,Appliances,779.4829406120745,6,34.0,Female,South,1,True,21.67211466767814,4698.569758340125,238.52438640494086
2023-03-21,TV,Accessories,484.97116663799665,2,57.0,Male,East,4,False,30.60146326301223,1000.5437965390055,133.78854292743122
2023-03-22,Headphones,Electronics,384.20734896116585,5,36.0,Male,West,1,False,44.67690363373631,1965.7136484395655,104.12139110601888
2023-03-23,Laptop,Electronics,512.7376787303232,5,69.0,Female,South,5,True,47.385751426718905,2611.074145078335,147.51199528171904
2023-03-24,Headphones,Accessories,594.3922666493218,6,32.0,Female,South,5,False,38.28034616500706,3604.6339460609374,168.89707815905408
2023-03-25,Headphones,Electronics,527.8430817289806,6,26.0,Male,South,1,True,8.89788923846123,3175.956379612345,152.87296633128278
2023-03-26,Laptop,Electronics,741.2306791341183,6,69.0,Male,North,1,False,35.111936999068284,4482.496011803778,220.22770063312362
2023-03-27,Laptop,Appliances,576.7943105093725,2,,Male,West,1,True,23.46366748426979,1177.0522885030148,181.4098380161256
2023-03-28,Laptop,Accessories,443.21163782349305,3,61.0,Female,South,5,False,26.181544977097772,1355.816458447577,129.7519009599909
2023-03-29,Laptop,Accessories,580.238443265378,6,48.0,Female,North,2,False,7.211677565532967,3488.642337157801,158.21527591191747
2023-03-30,TV,Accessories,599.9274202251914,8,40.0,Female,West,1,False,13.597796270586118,4813.017158072118,191.378904532509
2023-03-31,Tablet,Accessories,240.7248161472316,1,69.0,Female,South,4,True,40.57311233901415,281.2979284862457,63.84654350801908
2023-04-01,Tablet,Appliances,729.883945652743,1,47.0,Female,East,5,True,25.42814748715369,755.3120931398967,218.3779794247766
2023-04-02,Laptop,Appliances,439.81919612772816,2,50.0,Female,North,3,True,18.5748008734017,898.213193128858,136.41112390772557
2023-04-03,Tablet,Electronics,444.935355298914,6,69.0,Male,North,3,False,22.28085832842312,2691.892990121907,135.476710773702
2023-04-04,Tablet,Electronics,650.2751974151892,9,26.0,Male,South,4,True,43.44797809965561,5895.924754836357,206.0243546997715
2023-04-05,Laptop,Electronics,649.4330448519163,4,,Female,South,2,True,38.70495578322306,2636.437135190888,199.61994488950248
2023-04-06,Tablet,Electronics,359.83366422678284,3,18.0,Male,North,1,True,17.254192873148725,1096.7551855534973,99.33700347106377
2023-04-07,Headphones,Appliances,660.5803236291372,8,61.0,Female,East,5,True,10.287582809556799,5294.930171842654,219.95971882865777
2023-04-08,Smartphone,Accessories,387.9103697020952,9,52.0,Male,East,1,True,16.33991997398323,3507.53324729284,118.31644554401089
2023-04-09,Smartphone,Appliances,863.9146093397311,5,28.0,Female,West,5,True,46.434040297463014,4366.007086996118,257.7009805357042
2023-04-10,Laptop,Electronics,334.36120374684725,9,51.0,Male,South,3,True,31.17149770323899,3040.4223314248643,109.94761535460988
2023-04-11,TV,Appliances,547.8954923411793,2,33.0,Male,East,1,True,29.00660939351523,1124.7975940758738,166.86315716165453
2023-04-12,Laptop,Accessories,343.5964726184785,3,26.0,Female,West,4,True,31.83771198616077,1062.6271298415963,107.07122371493682
2023-04-13,TV,Accessories,944.539125827015,7,49.0,Female,East,2,True,21.471271958593185,6633.245152747699,308.28357773411136
2023-04-14,Smartphone,Appliances,252.4358111825768,7,32.0,Male,South,4,False,41.319815914378076,1808.3704941924157,72.97952907222258
2023-04-15,Laptop,Appliances,604.8725494505821,6,29.0,Male,West,2,False,28.54788121851124,3657.783177922004,178.28415589500068
2023-04-16,Headphones,Appliances,353.01791710444013,6,50.0,Female,West,1,True,10.2536556245958,2128.3611582512367,107.07116025145667
2023-04-17,Tablet,Electronics,429.1784717104026,2,,Male,West,1,False,10.807930617307834,869.1648740381131,139.46870086893117
2023-04-18,TV,Appliances,590.7075667490352,6,31.0,Female,East,2,False,29.158661592617825,3573.404062086829,162.14692972280656
2023-04-19,Tablet,Appliances,744.9168875252286,4,25.0,Female,South,3,True,47.14565981318776,3026.813209914102,203.81950734280355
2023-04-20,Tablet,Appliances,824.6793124598091,3,25.0,Male,West,5,True,18.875845475428942,2492.9137828548564,241.53264103174124
2023-04-21,Laptop,Accessories,192.6104079947359,2,44.0,Female,North,4,True,44.12935259866482,429.3501685881366,41.4438928078279
2023-04-22,Tablet,Accessories,553.5502448728924,1,29.0,Male,South,4,False,39.38430139604957,592.934546268942,161.81675998661134
2023-04-23,Headphones,Electronics,791.8987206767043,5,18.0,Male,North,4,True,16.15155993081081,3975.6451633143324,242.5946131643042
2023-04-24,Tablet,Electronics,162.9378122476119,2,60.0,Female,North,1,False,6.63533367423091,332.51095816945474,39.97385503876094
2023-04-25,Laptop,Accessories,562.8766988109694,2,57.0,Male,West,4,True,9.583126931407223,1135.336524553346,154.59474387547738
2023-04-26,Headphones,Accessories,499.5832405159632,7,59.0,Female,West,5,False,37.78222702313481,3534.8649106348776,150.56834377194244
2023-04-27,Smartphone,Accessories,582.9083628759577,8,68.0,Female,East,5,False,13.985138211829101,4677.252041219491,183.497943708939
2023-04-28,Tablet,Appliances,345.53919493470494,8,28.0,Female,East,2,True,21.70719142274272,2786.020750900382,86.71202409524535
2023-04-29,Laptop,Appliances,212.87623435731197,4,56.0,Male,East,1,True,27.57646247028912,879.081399899537,72.06519429025343
2023-04-30,Smartphone,Accessories,117.37871496419498,1,60.0,Female,South,5,False,37.64606758025732,155.0247825444523,43.38667652664176
2023-05-01,Smartphone,Appliances,695.2767906924206,7,48.0,Male,East,3,False,10.095405046660643,4877.032939893605,218.12388822929245
2023-05-02,TV,Appliances,720.8098272966707,1,34.0,Female,North,1,True,23.286488237485766,744.0963155341565,228.4277503377181
2023-05-03,Headphones,Electronics,560.5370697991972,4,50.0,Female,East,1,True,26.82828091142129,2268.97656010821,190.1812601863553
2023-05-04,Tablet,Accessories,393.1703300623807,8,49.0,Female,West,5,False,29.337217878719287,3174.699858377765,114.39017853252365
2023-05-05,Laptop,Accessories,175.3908213068509,2,46.0,Male,East,3,True,41.82622886278475,392.6078714764866,53.71296219283385
2023-05-06,TV,Appliances,612.6690925010048,6,38.0,Male,South,2,False,12.72551877694476,3688.7400737829735,179.63634341782117
2023-05-07,Headphones,Accessories,279.84414343266303,6,38.0,Female,South,5,True,41.35241533219801,1720.4172759281762,83.97301147735702
2023-05-08,TV,Electronics,357.74027504789245,9,57.0,Female,North,3,True,36.17952924634935,3255.8420046773813,122.65081607073085
2023-05-09,Headphones,Electronics,382.6871840874563,5,40.0,Male,South,1,True,30.01418663895317,1943.4501070762344,101.3560103869302
2023-05-10,Headphones,Electronics,460.4929548606064,4,23.0,Male,East,3,False,36.478754168115735,1878.4505736105414,129.53738973652617
2023-05-11,Tablet,Accessories,348.19191055827037,5,39.0,Male,West,1,True,23.540798252824537,1764.5003510441763,118.22938253252671
2023-05-12,Headphones,Accessories,506.6917541984605,5,67.0,Female,South,5,False,11.227891368565606,2544.686662360868,162.20789132855904
2023-05-13,TV,Accessories,375.63633989872176,8,55.0,Male,North,5,True,34.95943581194153,3040.0501550017157,109.05958550144574
2023-05-14,Headphones,Accessories,640.2746129678445,8,,Female,East,4,False,28.610253800853002,5150.807157543609,200.62640390156056
2023-05-15,Tablet,Accessories,706.2125827976107,2,62.0,Male,North,4,False,33.771866024424895,1446.1970316196464,215.27593326420353
2023-05-16,Tablet,Electronics,521.7085352056877,7,68.0,Female,South,4,True,20.20994514628205,3672.1696915860957,171.51530665171617
2023-05-17,TV,Appliances,592.5252670762205,8,25.0,Female,South,5,False,45.808995980292615,4786.011132590057,178.50267606113388
2023-05-18,Smartphone,Electronics,923.571189925178,6,58.0,Female,North,2,False,31.431644085900963,5572.858783636969,287.32767811627923
2023-05-19,Smartphone,Accessories,265.4793486277368,5,66.0,Male,East,5,False,8.843111793089323,1336.2398549317732,106.06392369324723
2023-05-20,Headphones,Electronics,253.30637974397888,9,52.0,Male,South,3,False,25.24117958169929,2304.9985972775094,81.97290547366833
2023-05-21,Laptop,Accessories,638.9995801553749,3,68.0,Male,West,5,True,39.036022463463546,1956.0347629295882,192.19315570456092
2023-05-22,Headphones,Accessories,889.3085675029531,4,28.0,Female,South,5,True,40.736055277952254,3597.970325289765,274.0170401030957
2023-05-23,TV,Electronics,447.90028761225545,9,41.0,Female,East,1,True,27.256867374369143,4058.359455884668,130.71727770163778
2023-05-24,TV,Accessories,845.3667684437521,6,66.0,Male,South,1,False,45.26364068740855,5117.464251349921,277.48970758837294
2023-05-25,TV,Appliances,519.286743758698,8,38.0,Female,North,1,False,17.04507967374339,4171.339029743327,157.5867335045692
2023-05-26,TV,Accessories,363.82254359218365,7,68.0,Female,South,5,True,23.476941375721996,2570.2347465210078,106.41742987539996
2023-05-27,TV,Appliances,301.86152227245935,2,19.0,Female,South,2,True,45.43686097560365,649.1599055205223,82.20156663153745
2023-05-28,Tablet,Appliances,625.8827169773575,3,57.0,Male,East,3,False,45.33155224122105,1922.9797031732935,198.73701700927165
2023-05-29,Smartphone,Accessories,317.00818644346066,1,36.0,Female,North,3,True,35.85707459711064,352.8652610405713,103.7743300613156
2023-05-30,TV,Electronics,516.2553685534056,9,56.0,Male,East,2,True,43.65412462049991,4689.95244160115,149.90306685188074
2023-05-31,Laptop,Appliances,816.6930050768187,7,45.0,Male,South,2,False,8.99479701303047,5725.845832550762,250.77241497426982
2023-06-01,Laptop,Electronics,438.6439214257259,1,34.0,Male,West,3,True,43.92477392934993,482.5686953550759,116.5076167455892
2023-06-02,Laptop,Appliances,762.8018949287798,3,23.0,Male,South,4,False,19.427895794760204,2307.8335805811,230.6902742293655
2023-06-03,Laptop,Accessories,257.09130205471865,4,36.0,Male,East,1,True,13.024918059269734,1041.3901262781444,81.65495413718254
2023-06-04,Tablet,Accessories,393.21817973664,4,55.0,Female,West,1,False,15.771642635392086,1588.6443615819521,135.03875201658423
2023-06-05,Laptop,Appliances,218.5711947570167,5,45.0,Male,East,3,False,23.808582860624917,1116.6645566457084,57.86317039981812
2023-06-06,TV,Accessories,514.5993511946715,3,19.0,Male,East,2,False,16.303640207201024,1560.1016937912154,141.59627907037822
2023-06-07,Headphones,Appliances,656.0156359433166,3,55.0,Male,North,4,False,19.425541370742458,1987.4724492006922,187.85041117374456
2023-06-08,Laptop,Accessories,515.0374175212372,1,54.0,Female,West,3,False,11.074031873223895,526.1114493944611,141.14554025322195
2023-06-09,Tablet,Electronics,745.4100119940304,7,68.0,Female,South,1,True,18.327954450154934,5236.198038408367,236.98957717579893
2023-06-10,Tablet,Accessories,350.16415187417397,1,69.0,Female,East,5,True,30.752771654390052,380.91692352856404,120.53563851249255
2023-06-11,Laptop,Electronics,545.0685507378134,2,21.0,Female,South,2,True,24.883416864097878,1115.0205183397247,166.7227310008323
2023-06-12,Headphones,Accessories,394.50613527722874,4,39.0,Male,North,5,False,20.602344255616003,1598.626885364531,130.56479004002009
2023-06-13,Laptop,Electronics,572.3353170847311,4,43.0,Male,North,3,True,38.59034579857013,2327.9316141374943,173.04017893122167
2023-06-14,Tablet,Accessories,600.7472092424852,5,,Female,West,1,False,45.207948712699306,3048.943994925125,179.27304629573786
2023-06-15,Smartphone,Electronics,616.4791919968126,2,60.0,Female,North,4,False,39.055515030607864,1272.013899024233,181.61338140850617
2023-06-16,TV,Appliances,285.8811323528796,4,53.0,Female,North,5,True,19.94003159529556,1163.464561006814,82.66042979208822
2023-06-17,Tablet,Appliances,322.0507796426862,1,30.0,Female,South,4,False,38.499897552689916,360.5506771953761,81.13721832971555
2023-06-18,Laptop,Electronics,359.14245836176224,2,69.0,Male,North,1,True,11.839108211332304,730.1240249348568,110.38528514460205
2023-06-19,TV,Accessories,452.22385042668054,1,49.0,Female,North,5,False,10.864309464108091,463.08815989078863,135.26381602586372
2023-06-20,Laptop,Electronics,517.437280841286,4,34.0,Female,East,4,False,20.55321666662715,2090.302340031771,162.68479149316454
2023-06-21,Laptop,Accessories,641.6178243713352,4,58.0,Female,North,4,True,41.34660660698257,2607.8179040923237,193.42058227578667
2023-06-22,Smartphone,Appliances,330.3802601321537,7,53.0,Female,East,5,False,16.085671125903584,2328.7474920509794,97.48704102395519
2023-06-23,TV,Accessories,179.79614045964954,9,63.0,Female,North,1,True,7.846403400440582,1626.0116675372863,45.226911837818555
2023-06-24,TV,Appliances,931.1486326413581,9,36.0,Female,North,4,False,10.926929084285979,8391.264622856508,280.066122160625
2023-06-25,Smartphone,Accessories,273.70939586951397,5,,Female,West,3,True,43.643523583831104,1412.1905029314012,89.4951910690158
2023-06-26,Tablet,Accessories,667.2647445991103,1,63.0,Male,West,5,False,33.52024781362794,700.7849924127382,188.74603346889447
2023-06-27,Laptop,Accessories,506.2533754497349,1,57.0,Male,East,2,True,16.39405235164895,522.6474278013839,152.75075017172787
2023-06-28,Headphones,Electronics,550.2611281612761,6,45.0,Male,North,2,True,29.98831213976816,3331.555081107425,167.40876796367766
2023-06-29,Laptop,Electronics,499.68989883281944,2,18.0,Male,South,1,False,28.741083009140766,1028.1208806747795,142.72632181366316
2023-06-30,Laptop,Appliances,423.0316236105749,8,59.0,Male,West,3,True,34.49461902982976,3418.747607914429,121.03092403409246
2023-07-01,Tablet,Appliances,592.7944565846918,9,35.0,Male,South,4,False,15.493439948972734,5350.6435492112,180.1444454630697
2023-07-02,Laptop,Electronics,412.28255874854085,4,65.0,Female,West,2,False,43.8981344237479,1693.0283694179113,112.35055744163603
2023-07-03,Smartphone,Appliances,733.2605494473579,5,57.0,Female,West,1,True,18.92158529360058,3685.22433253039,223.4774019867013
2023-07-04,Smartphone,Electronics,613.6882012512308,8,50.0,Male,North,3,True,36.23592442893066,4945.741534438777,175.15291663877724
2023-07-05,TV,Accessories,619.9188226562987,3,29.0,Female,West,3,True,5.72560908674967,1865.482077055646,196.60418372722177
2023-07-06,Headphones,Appliances,398.57538798868194,5,25.0,Male,South,1,True,21.769570845236625,2014.6465107886463,142.95089385048757
2023-07-07,Laptop,Appliances,452.72905258220084,3,41.0,Female,West,1,True,20.826941808146373,1379.0140995547488,127.21114775764204
2023-07-08,Laptop,Electronics,262.417438271587,3,33.0,Female,East,4,False,29.45679928623565,816.7091141009967,84.06731010522284
2023-07-09,Tablet,Appliances,429.39678865488753,3,67.0,Female,North,1,True,8.273131779973843,1296.4634977446365,121.55161754764606
2023-07-10,Smartphone,Appliances,292.6848167287406,7,21.0,Female,North,4,False,40.555911817674875,2089.349628918859,98.21498675660007
2023-07-11,Headphones,Accessories,762.613703117743,7,55.0,Female,East,4,True,14.800136079540584,5353.096057903741,216.13152684447073
2023-07-12,TV,Appliances,510.1071631188012,7,61.0,Female,East,5,True,35.46670166969046,3606.216843501299,157.8380165199175
2023-07-13,Smartphone,Accessories,534.0994470080861,8,44.0,Male,East,3,True,41.144545545984194,4313.9401216106735,151.4999444335323
2023-07-14,TV,Electronics,454.97069452999574,5,26.0,Male,West,3,False,30.28446303086809,2305.137935680847,134.42136246801502
2023-07-15,Tablet,Appliances,539.5157844102815,5,64.0,Female,North,3,True,38.33974430248935,2735.9186663538967,151.54448257161138
2023-07-16,Tablet,Accessories,992.9755271715367,4,,Male,East,5,False,34.78371404967525,4006.685822735822,306.1161628604185
2023-07-17,Laptop,Electronics,439.97194312150174,7,29.0,Female,West,4,False,20.998840871840343,3100.8024427223527,123.62177939205466
2023-07-18,Headphones,Appliances,369.91739305800127,4,48.0,Male,East,4,False,41.39863425651044,1521.0682064885154,116.49486051071865
2023-07-19,TV,Electronics,605.9386265810886,2,41.0,Female,South,1,True,18.261561644848758,1230.138814807026,178.3406076917032
2023-07-20,Smartphone,Appliances,-5.143726720497632,4,31.0,Male,South,5,False,30.704581298818272,10.129674416827743,-2.687841734137919
2023-07-21,Tablet,Electronics,512.7913573821866,8,62.0,Female,North,1,True,38.54289826136928,4140.873757318862,155.31496628865725
2023-07-22,Laptop,Electronics,425.6574193414198,9,42.0,Male,West,5,False,22.05301594156284,3852.9697900143415,120.07897908583746
2023-07-23,Laptop,Accessories,301.53734679278114,3,51.0,Female,South,1,True,18.624542342784128,923.2365827211275,92.56487517324321
2023-07-24,TV,Electronics,601.5515340623,7,20.0,Male,South,2,False,25.67057045777702,4236.531308893877,195.7688058622341
2023-07-25,Tablet,Appliances,510.7976836891586,9,41.0,Female,West,3,True,41.80835724571191,4638.987510448139,145.4583572484204
2023-07-26,Headphones,Appliances,139.51821850115658,4,59.0,Female,East,3,True,46.84647934155492,604.9193533461812,53.57356698308542
2023-07-27,Tablet,Accessories,370.6940957615125,3,26.0,Female,West,4,True,29.528753578695056,1141.6110408632326,126.18920506333157
2023-07-28,TV,Appliances,-77.65424103854492,5,43.0,Male,East,2,False,34.76597923956433,-353.5052259531603,-31.457822201843918
2023-07-29,TV,Appliances,558.6538628267006,1,37.0,Male,South,3,False,45.64731300075114,604.3011758274517,153.04561279710464
2023-07-30,Tablet,Appliances,556.6598836880314,3,57.0,Male,South,4,True,9.434608313582407,1679.4142593776767,170.01757410812706
2023-07-31,TV,Electronics,341.3436212332653,8,27.0,Female,South,2,False,15.443536003977426,2746.1925058701,96.92901114231086
2023-08-01,Tablet,Electronics,608.0225423366253,8,36.0,Male,North,3,False,36.90050028132121,4901.080838974323,201.0927948926176
2023-08-02,Smartphone,Appliances,243.50027577569554,4,20.0,Female,North,1,False,42.068500786053484,1016.0696038888357,73.39815813770699
2023-08-03,Tablet,Accessories,306.6965948130014,2,41.0,Male,North,5,False,43.566306274876005,656.9594959008788,83.98698436354863
2023-08-04,Tablet,Electronics,583.4380928765129,8,22.0,Male,West,2,False,23.679822958471966,4691.184565970575,163.55983275283674
2023-08-05,TV,Accessories,362.2666490074114,8,20.0,Male,South,4,False,9.020295603134008,2907.153487662425,119.57904429313172
